CID,Plant absorption and mobility,Soil absorption and mobility,Plant bioconcentrations,Terrestrial animals bioconcentrations,Aquatic animals bioconcentrations,Sediment and soil bioconcentrations,Aerobic degradation,Anaerobic degradation
71482,1,0,0,0,0,0,0,0
7150,0,0,1,0,0,1,0,0
7153,1,1,0,0,0,1,1,1
7157,0,1,0,0,0,1,1,1
71571511,0,0,0,0,0,0,0,0
7158,0,1,0,0,0,1,1,1
7159,0,1,0,0,0,0,0,0
71679243,1,0,0,0,0,0,0,0
7173,0,1,0,0,0,0,1,1
7174,0,0,0,0,0,0,0,0
7175,0,1,0,0,1,1,1,1
7184,0,1,0,0,1,0,1,1
71853,1,0,0,0,0,0,0,0
7187,0,1,0,0,0,0,1,1
7195,0,0,0,0,0,0,1,1
7204,1,1,0,0,0,1,1,1
7206,0,1,1,0,0,0,1,1
7207,1,1,0,0,0,1,1,1
7216,0,1,0,0,0,0,0,0
7219,0,0,0,0,0,1,0,0
7220,0,0,0,0,0,1,0,0
7222,0,0,1,1,1,0,1,1
7237,0,1,1,0,1,1,1,1
7239,0,1,1,1,1,1,1,1
7240,0,1,0,0,1,1,1,1
7242,0,1,0,0,0,1,1,1
7243,0,0,0,0,0,0,0,0
7244,0,0,1,1,1,0,0,0
7245,0,1,1,0,1,1,1,1
7248,0,1,0,0,0,0,1,1
7249,0,0,0,0,0,1,0,0
7250,0,1,0,0,0,0,1,1
7251,0,1,1,0,0,1,1,1
7254,0,0,0,0,0,1,1,1
7255,0,1,0,0,0,0,1,1
7257,1,1,1,0,0,1,1,1
7258,0,0,0,0,0,1,0,0
7259,0,1,1,0,0,0,1,1
7260,0,1,0,0,0,0,1,1
7261,0,0,0,0,0,0,1,1
7267,0,0,0,0,0,1,0,0
727,1,1,1,1,1,1,1,1
7270,0,0,1,1,1,1,1,1
7271,0,0,1,1,1,1,0,0
72734664,1,0,0,0,0,0,0,0
7276,0,0,0,0,0,0,1,1
7280,0,1,1,0,0,1,1,1
7281,0,0,0,0,0,0,1,1
7285,0,1,0,0,0,1,1,1
7286,0,1,0,0,0,0,0,0
7288,0,0,1,0,0,1,0,0
7290,0,1,0,0,0,0,1,1
7294,0,1,0,0,0,0,1,1
7296,0,1,0,0,0,1,1,1
7298,0,0,0,0,0,0,1,1
7311,0,0,0,0,1,1,0,0
7321,0,1,0,0,0,0,1,1
7324,0,0,0,0,0,0,0,0
7328,0,1,0,1,0,1,0,0
73281,1,0,0,0,0,0,0,0
73282,1,0,0,0,0,0,0,0
7340,0,0,0,0,0,0,0,0
7343,0,1,0,0,0,0,1,1
7344,0,1,1,0,0,0,1,1
7354,0,1,0,0,0,0,1,1
7357,0,1,0,0,0,0,1,1
7361,0,1,0,0,1,0,1,1
7362,0,1,0,0,1,0,1,1
736366,0,1,0,0,0,0,0,0
7366,0,0,0,0,0,1,0,0
73665,1,0,0,0,0,0,0,0
73669,1,0,0,0,0,0,0,0
7367,0,1,0,0,0,0,1,1
7368,0,1,0,0,0,0,1,1
7371,0,0,0,0,0,0,1,1
7393,0,0,0,1,1,1,0,0
7394,0,0,0,0,0,1,0,0
73981,0,0,0,0,0,0,0,0
7406,0,1,1,0,1,1,1,1
7407,0,1,0,0,0,1,1,1
7410,0,1,1,0,0,1,1,1
7412,0,1,0,0,0,0,1,1
7416,0,1,0,1,1,1,1,1
7422,0,0,0,0,0,0,0,0
7423,0,0,0,0,0,0,1,1
7430,1,1,0,0,0,0,1,1
7434,0,0,0,0,0,1,0,0
7439,0,1,1,0,0,0,1,1
7443,0,0,0,0,1,0,0,0
74483,0,0,0,1,1,1,0,0
7456,0,1,0,0,0,1,1,1
7463,0,0,1,0,1,1,0,0
7467,0,1,0,0,0,0,0,0
7468,0,0,0,0,0,0,1,1
7473,0,1,0,0,0,0,1,1
7474,0,1,0,0,1,0,1,1
7475,0,1,0,0,0,0,1,1
7477,0,1,0,0,0,0,0,0
74819,1,0,0,0,0,0,0,0
7489,0,1,0,0,0,0,1,1
7498,0,1,0,0,0,0,0,0
7499,0,0,0,0,0,0,1,1
750,0,0,0,0,0,0,0,0
7500,0,1,1,0,1,1,1,1
7501,0,1,1,0,1,1,1,1
7502,0,1,0,0,0,0,1,1
7503,0,1,0,0,0,1,1,1
7504,0,0,1,0,0,0,1,1
7505,0,1,0,0,1,0,1,1
7509,0,1,0,0,0,0,0,0
75103,0,0,0,0,0,1,0,0
7511,1,0,0,0,0,0,0,0
7515,0,1,1,0,0,0,1,1
7516,0,1,0,0,0,0,1,1
7518,0,0,0,0,0,0,0,0
7519,0,1,0,0,0,0,1,1
7521,0,1,0,0,0,0,1,1
7525,0,1,0,0,0,0,0,0
753,0,1,1,0,0,1,1,1
7533,0,1,0,0,0,0,1,1
7541,0,1,0,0,0,0,1,1
7543,0,0,0,0,0,1,1,1
7547,0,0,1,0,0,1,0,0
7551,0,1,0,0,0,0,1,1
7560,1,0,1,0,0,0,0,0
7564,0,1,0,0,0,0,1,1
7565,0,0,0,0,1,1,1,1
7567,0,0,0,0,0,1,1,1
7577,0,1,0,0,0,0,1,1
7579,0,1,0,0,0,0,0,0
7580,0,0,0,0,1,0,0,0
7583,0,1,1,0,1,0,1,1
7592,0,0,0,0,0,0,1,1
7612,0,1,0,0,0,0,0,0
7616,0,1,0,0,0,0,0,0
7617,0,0,0,0,0,0,0,0
7618,0,1,0,0,0,0,1,1
7622,0,1,0,0,0,0,1,1
7628,1,1,0,0,0,0,1,1
7635,0,0,0,0,0,0,1,1
7636,0,1,0,0,0,0,1,1
7639,0,0,0,0,0,0,0,0
7641,0,1,0,0,0,1,1,1
7657,0,0,0,0,0,1,0,0
7668,0,0,0,0,0,1,0,0
7674,0,1,0,0,0,0,1,1
7675,0,0,0,0,1,0,0,0
768,0,1,1,0,0,0,1,1
7693,0,1,0,0,0,0,0,0
76968156,0,1,0,0,0,0,0,0
7705,0,0,0,0,0,1,0,0
7710,0,0,1,0,1,0,0,0
7716,0,1,0,0,0,0,1,1
7720,0,1,1,0,1,1,1,1
7721,0,1,0,0,0,0,0,0
7723,0,0,0,0,0,0,1,1
7732,0,1,0,0,0,0,1,1
77338,1,0,0,0,0,0,0,0
7737,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0
7749,0,0,0,0,1,0,0,0
7751,0,1,0,0,0,0,0,0
7757,0,1,0,0,0,0,1,1
7758,0,1,0,0,0,0,1,1
7762,0,1,1,0,1,0,1,1
7764,0,0,0,0,0,0,1,1
7765,0,1,0,0,0,0,0,0
7766,0,1,0,0,0,0,1,1
7768,0,1,0,0,0,0,1,1
7771,0,0,1,0,1,1,0,0
77797,0,0,0,1,1,0,0,0
7794,0,1,1,0,0,0,1,1
7802,0,1,0,0,0,0,1,1
7804,0,0,0,0,0,0,1,1
7807,0,1,0,0,0,0,1,1
7808,0,0,1,1,1,0,0,0
7809,0,1,1,0,1,1,1,1
7810,0,1,0,0,0,0,1,1
7811,0,1,0,0,0,0,0,0
7812,0,1,0,0,0,1,1,1
7813,0,1,0,0,0,0,1,1
7814,0,1,0,0,0,0,1,1
7819,0,1,0,0,0,0,1,1
7834,0,0,0,0,0,0,1,1
7835,0,1,0,0,0,1,1,1
7837,0,1,0,0,0,0,1,1
7839,0,1,1,0,0,1,1,1
784,0,0,0,0,0,0,0,0
7840,0,1,0,0,0,0,1,1
7841,0,1,0,0,0,0,1,1
7843,0,1,0,0,0,1,1,1
7844,0,1,1,0,0,0,1,1
7845,0,1,0,0,0,0,1,1
7847,1,1,1,0,1,1,1,1
7848,0,1,1,0,0,0,1,1
7849,0,0,0,0,0,1,0,0
785,0,1,1,1,0,0,1,1
7850,0,1,0,0,0,0,1,1
7853,0,1,0,0,0,0,1,1
7854,0,1,0,0,0,0,1,1
7855,1,1,0,0,0,1,1,1
7857,0,1,0,0,0,0,0,0
7858,1,1,1,0,1,0,1,1
7860,0,1,0,0,0,0,1,1
7861,0,1,0,0,0,0,0,0
7863,0,0,0,0,0,0,1,1
7865,0,1,0,0,0,0,1,1
7868,0,1,0,0,0,0,1,1
787,0,1,0,0,0,0,0,0
7870,0,1,0,0,0,0,1,1
7873,0,1,0,0,0,0,0,0
7881,0,1,0,0,0,0,1,1
7884,0,1,0,0,0,0,0,0
7892,0,1,0,0,0,0,1,1
7895,0,1,1,0,0,0,1,1
7896,0,1,0,0,0,0,1,1
7897,0,0,0,0,0,0,1,1
7900,0,1,0,0,1,0,1,1
7902,0,1,0,0,1,0,1,1
7903,0,1,0,0,0,0,1,1
7904,0,1,0,0,0,0,1,1
7906,0,0,0,1,0,0,0,0
7909,0,1,1,0,1,1,1,1
7910,0,1,0,0,1,1,1,1
7912,0,1,0,0,0,1,1,1
7914,0,1,0,0,0,0,1,1
7915,0,1,0,0,0,0,1,1
7917,0,0,0,0,0,0,1,1
7918,0,1,0,0,0,0,0,0
7922,0,1,0,0,0,0,1,1
7923,0,1,0,0,0,0,1,1
7929,0,1,1,0,0,1,1,1
7930,0,1,0,0,0,0,0,0
7932,0,1,1,0,0,1,1,1
7933,0,1,0,0,0,1,1,1
7934,0,1,0,0,0,0,1,1
7937,0,1,0,0,0,1,1,1
7944,0,1,1,0,1,1,1,1
7947,0,1,0,0,1,1,1,1
7948,0,0,0,0,0,1,0,0
7949,0,1,0,0,0,0,1,1
7950,0,1,0,1,1,1,1,1
7953,0,1,0,0,0,0,1,1
7955,0,0,0,0,0,0,1,1
7956,0,0,0,0,0,0,1,1
7958,0,1,0,0,0,0,1,1
7959,0,1,0,0,0,0,1,1
7961,0,1,0,0,0,1,1,1
7962,0,0,0,0,0,0,1,1
7963,0,0,0,1,0,0,0,0
7964,0,1,1,1,1,1,1,1
7965,0,1,0,0,0,0,1,1
7966,0,1,1,0,0,0,1,1
7967,0,1,0,0,0,0,1,1
7969,0,0,0,0,0,1,0,0
7970,0,0,0,0,1,0,0,0
7975,0,1,0,0,1,1,1,1
798,0,1,1,0,1,1,1,1
7986,0,1,0,0,0,0,1,1
7991,0,0,0,0,1,1,0,0
7997,0,1,0,0,0,0,1,1
8002,0,1,0,0,0,0,1,1
8003,0,1,1,0,0,1,1,1
8004,0,1,0,0,0,0,1,1
8007,0,1,1,0,1,0,1,1
8010,0,1,0,0,0,0,1,1
8011,0,1,0,0,0,0,1,1
8012,0,1,0,0,0,0,1,1
8016,0,1,0,0,0,0,1,1
8019,0,1,0,0,0,0,1,1
802,1,0,0,0,0,0,0,0
8020,0,1,0,0,0,0,1,1
8021,0,1,1,0,0,1,1,1
8025,0,1,0,0,1,0,1,1
8026,0,1,0,0,0,0,0,0
8027,0,1,0,0,0,1,1,1
80277,1,0,0,0,0,0,0,0
8028,0,1,0,0,0,1,1,1
8029,0,1,1,0,0,0,1,1
8030,0,1,0,0,0,0,1,1
8033,0,1,0,0,0,0,1,1
8034,0,0,0,0,0,0,0,0
8038,0,1,0,0,0,0,1,1
8042,0,1,0,0,0,1,1,1
8050,0,0,0,0,0,1,0,0
8051,0,1,1,0,1,0,1,1
8054,0,1,0,0,0,0,1,1
8058,0,1,1,0,0,1,1,1
8063,0,1,1,0,1,0,1,1
8064,0,1,0,0,0,0,1,1
8066,0,1,0,0,0,0,1,1
8067,0,1,0,0,0,0,1,1
8068,0,0,1,0,0,0,1,1
807,0,0,0,0,0,0,0,0
8071,0,1,0,0,0,0,1,1
8074,0,1,0,0,0,1,1,1
8076,0,1,0,0,0,0,1,1
8078,0,1,1,0,0,1,1,1
8079,0,1,0,0,0,1,1,1
8082,0,0,1,0,1,1,1,1
8083,0,1,1,0,1,0,1,1
8086,0,1,0,0,0,0,1,1
8087,0,0,0,0,0,0,1,1
8091,0,0,1,0,1,0,0,0
8094,0,0,1,0,0,1,0,0
8095,0,1,1,0,0,0,1,1
8102,0,0,1,0,0,1,0,0
8103,0,1,1,0,1,1,1,1
8105,0,0,0,0,0,1,0,0
8111,0,1,0,0,0,0,1,1
8112,0,1,0,0,0,0,1,1
8113,0,1,0,0,0,1,1,1
8115,0,1,0,0,1,1,1,1
8117,0,1,0,0,0,1,1,1
8119,0,1,0,0,0,0,1,1
8121,0,1,0,0,0,0,1,1
8125,0,1,0,0,0,0,1,1
8128,0,1,0,0,0,0,1,1
8129,0,1,1,0,1,0,1,1
8130,0,0,1,0,1,1,0,0
8133,0,1,0,0,0,1,1,1
8134,0,1,0,0,0,0,1,1
8139,0,0,0,0,0,1,0,0
8141,0,1,1,0,1,1,1,1
8146,0,1,0,0,0,0,1,1
8147,0,1,0,0,1,1,1,1
8148,0,1,0,0,0,1,1,1
8150,0,1,0,0,0,0,1,1
8158,0,0,1,0,1,1,0,0
8160,0,1,0,0,0,0,1,1
8163,0,0,0,0,1,0,0,0
8172,0,1,0,0,0,0,1,1
8174,0,1,1,0,1,0,1,1
8175,0,1,1,0,0,0,1,1
8177,0,1,0,0,0,0,1,1
8178,0,1,0,0,0,0,1,1
8179,0,1,0,0,0,0,1,1
8181,0,0,0,0,0,1,0,0
8182,0,0,1,1,1,1,0,0
8183,0,1,1,0,0,0,1,1
8184,0,1,0,0,1,0,1,1
8188,0,0,0,0,0,0,0,0
8190,0,1,0,0,0,1,1,1
8193,0,1,1,0,1,0,1,1
8195,0,1,0,0,0,1,0,0
8200,0,1,0,0,0,0,1,1
8201,0,0,0,0,0,1,0,0
8209,0,0,1,0,1,0,0,0
8215,0,0,1,0,1,1,0,0
8221,0,1,1,0,0,1,1,1
8222,0,0,1,0,1,1,0,0
8227,0,1,0,0,0,0,1,1
8249,0,0,0,0,0,0,0,0
8252,0,1,1,0,0,1,1,1
8254,0,1,0,0,0,0,1,1
8255,0,1,0,0,0,0,1,1
8264,1,1,0,0,0,0,1,1
8265,0,0,0,0,0,0,0,0
8266,0,0,0,0,0,0,0,0
8267,0,1,0,0,0,0,1,1
8268,0,1,0,1,1,1,1,1
8280,0,0,0,0,0,0,0,0
8285,0,1,0,0,0,0,1,1
8286,0,0,0,0,0,0,0,0
8289,0,1,0,1,1,1,1,1
8290,0,0,0,0,0,1,0,0
8292,1,1,1,0,0,1,1,1
8294,0,1,1,0,0,0,1,1
8295,0,0,1,1,1,1,1,1
8297,0,1,0,0,0,0,0,0
8301,0,1,0,0,0,0,0,0
8303,0,1,0,0,0,0,0,0
8305,1,1,0,0,1,0,1,1
8313,0,0,0,0,0,0,1,1
8330,0,1,0,0,0,1,1,1
8331,0,0,0,0,0,0,0,0
8342,0,1,0,0,0,0,1,1
8343,1,1,1,1,1,1,1,1
8346,0,1,1,0,1,1,1,1
8370,0,1,1,1,1,1,1,1
8371,0,1,0,0,0,0,1,1
8376,0,1,0,0,0,1,1,1
8379,0,1,0,0,0,0,1,1
8380,0,1,0,0,0,0,1,1
8393,0,1,0,0,0,0,1,1
8404,0,1,0,0,1,1,1,1
84098,1,0,0,0,0,0,0,0
8411,0,1,0,0,0,0,1,1
8413,0,1,0,0,0,0,1,1
8418,0,1,1,1,1,1,1,1
8427,0,1,0,0,0,1,1,1
8430,0,0,0,1,0,0,0,0
8434,0,1,0,0,1,1,1,1
8438,0,1,1,0,0,0,1,1
8441,0,0,0,0,0,1,1,1
8442,0,0,0,0,0,0,0,0
8447,0,1,0,0,0,0,1,1
8449,0,1,1,1,1,1,1,1
8452,0,0,0,0,0,0,1,1
8456,0,0,0,0,0,0,0,0
8460,0,0,0,0,1,0,0,0
8461,0,1,0,1,0,1,1,1
8467,0,1,0,0,0,1,1,1
8471,0,1,0,0,0,1,1,1
8472,0,1,0,0,0,0,1,1
8478,0,0,0,0,0,0,1,1
8489,0,1,0,0,1,0,1,1
8490,0,1,0,0,1,1,1,1
8494,0,0,0,0,0,0,1,1
8496,0,1,0,0,0,0,1,1
8518,0,1,0,0,0,0,1,1
8530,0,1,0,0,0,0,1,1
8554,1,1,1,0,1,1,1,1
8560,1,0,0,0,0,1,0,0
8561,0,1,0,0,0,0,1,1
8569,0,0,0,0,0,1,0,0
8572,0,0,0,0,0,1,0,0
8576,0,0,0,0,0,1,0,0
8594,0,1,0,0,0,0,1,1
8606,1,1,1,1,0,1,1,1
8607,1,0,1,0,0,0,1,1
86102,1,0,0,0,0,0,0,0
8612,0,0,0,0,0,0,0,0
86132,1,0,0,0,0,0,0,0
86134,1,0,0,0,0,0,0,0
86137,1,0,0,0,0,1,0,0
86138,1,0,0,0,0,0,0,0
86173,1,0,1,0,0,1,0,0
8620,0,0,1,0,1,0,0,0
86210,1,0,0,0,0,0,0,0
86211,1,0,0,0,0,0,0,0
86287518,1,0,0,0,0,0,0,0
86287519,1,0,1,1,0,1,0,0
86287521,1,0,0,0,0,0,0,0
8630,1,1,0,0,0,0,1,1
86308,1,0,0,0,0,0,0,0
8635,0,1,1,0,0,0,1,1
86355,1,0,0,0,0,0,0,0
86356,1,0,0,0,0,0,0,0
86367,1,0,0,0,0,1,0,0
86369,1,0,0,0,0,0,0,0
86389,1,0,0,0,0,0,0,0
86398,1,0,0,0,0,1,0,0
8640,0,1,0,0,1,1,1,1
86412,1,0,0,0,0,0,0,0
86414,1,0,0,0,0,0,0,0
86417,1,0,0,0,0,0,0,0
86422,1,0,0,0,0,0,0,0
86429,1,0,0,0,0,0,0,0
86453,1,0,0,0,0,0,0,0
8653,0,0,0,0,0,0,1,1
8663,0,0,0,0,0,1,0,0
867,0,0,1,0,0,1,0,0
8679,0,0,0,0,0,0,0,0
8680,0,0,0,0,0,1,0,0
8686,1,0,0,0,0,0,1,1
8697,0,0,0,0,1,0,0,0
8698,0,1,1,0,0,0,1,1
8706,0,0,0,0,0,0,1,1
8711,0,1,0,0,0,0,1,1
8712,0,1,0,0,0,0,0,0
8717,0,0,0,0,0,0,0,0
8722,1,0,0,0,0,0,0,0
8758,0,0,0,0,0,0,1,1
8778,0,1,0,0,0,0,1,1
878,0,1,1,0,0,0,1,1
8785,0,0,0,0,0,0,1,1
8794,0,1,1,0,0,0,1,1
8796,1,0,0,0,0,0,0,0
8800,1,1,0,0,0,0,1,1
8809,0,1,0,0,0,0,0,0
8820,0,0,0,0,0,0,0,0
8821,0,1,0,0,1,0,1,1
8842,0,0,1,0,0,1,0,0
8846,0,1,0,0,0,0,1,1
8853,0,0,0,0,1,0,0,0
8857,0,1,1,0,1,0,1,1
8858,0,1,1,0,0,0,1,1
8864,0,0,0,0,1,0,0,0
8868,0,0,0,0,0,0,0,0
887,0,1,1,0,0,0,1,1
8892,0,0,1,1,0,1,0,0
8893,0,0,0,0,0,0,0,0
8894,0,0,0,0,0,0,0,0
8895,0,0,0,0,0,0,0,0
8897,0,0,0,0,0,0,0,0
8900,0,1,1,0,1,1,1,1
8902,0,0,1,0,1,1,1,1
8907,0,0,0,0,0,1,1,1
8909,0,1,0,0,0,0,1,1
8914,0,0,1,0,1,0,0,0
8929,0,0,0,0,0,0,0,0
8944,0,0,0,0,0,0,0,0
89440,0,0,0,1,1,1,0,0
8946,0,1,0,0,0,0,1,1
8947,1,1,0,0,0,1,1,1
8948,0,0,0,0,0,0,1,1
89594,0,1,0,0,0,0,1,1
8982,0,0,0,0,0,0,0,0
8992,0,0,0,0,0,0,0,0
9011,0,1,0,0,0,0,0,0
9032,0,0,0,0,0,0,0,0
9033,0,1,0,0,0,0,0,0
90363,1,0,0,0,0,0,0,0
9037,1,1,0,0,0,0,1,1
904,0,0,0,0,0,0,1,1
9051,0,0,0,0,0,0,0,0
90756,1,0,0,0,0,0,0,0
9106,0,0,1,0,1,1,0,0
9108,0,0,0,0,1,1,0,0
9117,0,0,1,1,1,1,0,0
9119,0,0,0,0,1,0,0,0
9126,0,0,0,1,0,1,0,0
9128,0,0,1,1,1,1,0,0
9131,0,0,1,1,1,1,0,0
9134,0,0,0,0,0,1,0,0
9135,0,0,0,0,0,1,0,0
9142,0,0,1,1,1,1,0,0
9144,0,0,0,0,1,1,0,0
91497,0,0,0,1,1,1,0,0
9152,0,0,0,0,1,1,0,0
9153,0,0,1,1,1,1,0,0
9154,0,0,1,1,1,1,0,0
9158,0,0,1,1,1,1,0,0
91590,0,0,1,0,1,1,0,0
91600,1,0,0,0,0,0,0,0
9161,0,0,1,1,1,1,1,1
91644,1,0,0,0,0,0,0,0
91650,1,0,0,0,0,0,0,0
91655,1,0,0,0,0,0,0,0
91656,1,0,0,0,0,0,0,0
91664,1,0,1,0,1,1,0,0
91673,1,0,0,0,0,0,0,0
91679,1,0,0,0,0,0,0,0
91683,1,0,0,0,0,0,0,0
91688,0,0,0,0,0,1,0,0
91689,1,0,0,0,0,0,0,0
9169,0,1,0,0,0,0,1,1
91693,1,0,0,0,0,0,0,0
91694,1,0,0,0,0,0,0,0
91696,0,0,0,0,1,1,0,0
91699,1,0,0,0,0,0,0,0
91701,1,0,0,0,0,0,0,0
91708,1,0,0,0,0,0,0,0
9171,0,0,1,1,1,1,1,1
91715,1,0,0,0,0,0,0,0
91716,1,0,0,0,0,0,0,0
91724,1,0,0,0,0,0,0,0
91727,1,0,0,0,0,0,0,0
91729,1,0,0,0,0,0,0,0
91730,1,0,0,0,0,0,0,0
91731,1,0,0,0,0,0,0,0
91734,1,0,0,0,0,0,0,0
91735,1,0,0,0,0,0,0,0
91739,1,0,0,0,0,0,0,0
91741,1,0,0,0,0,0,0,0
91743,1,0,0,0,0,0,0,0
91745,1,0,0,0,0,0,0,0
91749,1,0,0,0,0,0,0,0
91750,1,0,0,0,0,0,0,0
91751,1,0,0,0,0,0,0,0
91752,1,0,0,0,0,1,0,0
91753,1,0,0,0,0,0,0,0
91755,1,0,0,0,0,0,0,0
91756,1,0,0,0,0,0,0,0
91757,1,0,0,0,0,0,0,0
91758,1,0,0,0,0,0,0,0
91759,1,0,0,0,0,0,0,0
91760,1,0,0,0,0,0,0,0
91762,1,0,0,0,0,0,0,0
91763,1,0,0,0,0,0,0,0
91766,1,0,0,0,0,0,0,0
9177,0,0,0,0,0,1,0,0
91770,1,0,0,0,0,0,0,0
91772,1,0,0,0,0,0,0,0
91773,1,0,0,0,0,0,0,0
91774,1,0,0,0,0,0,0,0
91777,1,0,0,0,0,0,0,0
91778,1,0,0,0,0,0,0,0
91779,1,0,0,0,0,0,0,0
9181,0,0,0,0,0,1,0,0
9183,0,0,0,0,0,1,0,0
9195,0,0,0,0,1,1,0,0
9215,0,1,1,0,1,1,1,1
92389,1,0,0,0,0,0,0,0
92396,1,0,0,0,0,0,0,0
92421,1,0,0,0,0,0,0,0
92425,1,0,0,0,0,0,0,0
92431,1,0,0,0,0,0,0,0
9250,0,1,0,0,0,0,1,1
9253,0,1,0,0,0,1,1,1
9265,0,1,0,0,0,0,1,1
9268,0,0,0,0,0,1,0,0
9271,1,0,0,0,0,0,0,0
9272,1,1,0,0,0,0,1,1
9275,0,1,0,0,0,0,1,1
9294,0,0,1,0,0,0,0,0
9298,0,1,0,0,1,1,1,1
9300,0,1,0,0,0,1,0,0
931,0,1,1,1,1,1,1,1
9317,0,0,0,0,0,0,0,0
9321,0,1,0,0,0,0,1,1
93228,1,0,0,0,0,0,0,0
9330,0,0,0,0,0,0,0,0
93315,1,0,0,0,0,0,0,0
93365,1,0,0,0,0,0,0,0
93379,1,0,0,0,0,0,0,0
93460,1,0,0,0,0,0,0,0
93482,1,0,0,0,0,0,0,0
93483,1,0,0,0,0,0,0,0
935,0,0,0,0,0,0,1,1
9351,0,0,0,0,0,0,0,0
93539,1,0,0,0,0,0,0,0
93541,1,0,0,0,0,0,0,0
936,0,1,1,0,0,0,1,1
938,0,0,1,0,0,0,0,0
9411,1,1,1,0,0,1,1,1
9414,0,1,0,0,0,0,1,1
9433,0,0,0,0,0,0,0,0
944,0,1,0,0,0,0,0,0
94498,1,0,0,0,0,0,0,0
94578,1,0,0,0,0,0,0,0
9477,0,1,0,0,0,0,1,1
948,0,0,0,0,0,0,0,0
9481,0,0,0,0,1,1,0,0
949,0,1,1,0,0,0,1,1
9502,1,1,0,0,0,1,1,1
9550,0,1,0,0,0,0,1,1
9554,0,0,1,1,1,1,0,0
957,0,1,1,1,1,0,1,1
9570071,1,0,0,0,0,0,0,0
9570291,1,0,0,0,0,0,0,0
9571009,1,0,0,0,0,0,0,0
9576037,1,0,0,0,0,0,0,0
9576081,1,0,0,0,0,0,0,0
9576412,1,0,0,0,0,0,0,0
9595287,1,0,0,0,0,0,0,0
9601227,1,0,0,0,0,0,0,0
962,0,0,1,0,0,1,0,0
9635,0,0,0,0,0,1,0,0
9681,0,0,0,0,0,0,0,0
969491,1,1,1,1,1,1,1,1
971,0,1,1,1,0,1,1,1
9731,0,0,0,0,0,0,1,1
9738,0,1,0,0,0,0,0,0
9740,0,1,0,0,0,0,1,1
9782,0,0,0,0,0,0,0,0
9796,1,0,0,0,0,0,0,0
9796266,1,0,0,0,0,0,0,0
980,0,1,0,0,1,1,1,1
9828359,1,0,0,0,0,0,0,0
9834513,1,0,0,0,0,0,0,0
985,0,0,1,0,1,1,0,0
9853654,0,0,0,0,0,0,0,0
9862076,1,0,0,0,0,0,0,0
9864,0,1,0,0,0,0,1,1
9865,0,0,0,0,0,1,0,0
9877911,0,1,1,1,0,1,0,0
9904,0,0,0,0,0,0,0,0
9907412,1,0,0,0,0,1,0,0
991,0,1,1,1,1,1,1,1
992,1,1,1,1,1,1,1,1
9930667,1,0,0,0,0,0,0,0
995,0,1,1,1,1,1,1,1
9955886,1,0,0,0,0,0,0,0
996,0,1,0,1,1,1,1,1
9969573,1,0,0,0,0,0,0,0
9989226,0,0,0,0,0,1,0,0
999,0,0,1,1,1,1,0,0
9999,0,1,0,0,0,0,0,0
